Id,Title,Magazines publications,Book publications,Post-conference publications,Equipment,Equipment cost,Equipment count,Manager,Managers title,Unit,Voivodeship
2012/07/N/ST9/04184,Emisja z układów podwójnych z pulsarem w zakresie wysokich i bardzo wysokich energii.,1,0,0,przenośny komputer osobisty,8000,1,Mira Grudzińska,mgr,"Uniwersytet Warszawski, Wydział Fizyki",mazowieckie
2012/07/N/ST9/04246,"Obserwacje, charakterystyka i symulacje przy wykorzystaniu kodów ewolucyjnych nowej klasy gwiazd pulsujących w układach podwójnych.",2,0,2,Komputer do pracy,7537,1,Paulina Karczmarek,mgr,"Uniwersytet Warszawski, Wydział Fizyki",mazowieckie
2013/09/N/ST3/04111,Efekty absorpcji i wtórnej fluorescencji w polichromatycznej holografii rentgenowskiej,2,0,0,"Oprogramowanie Matlab oraz toolbox'y, Laptop i akcesoria",13811,2,Dawid Dul,mgr,"Uniwersytet Jagielloński, Wydział Fizyki, Astronomii i Informatyki Stosowanej",małopolskie
2013/09/N/ST8/01787,Nowe materiały na bazie poli(kwasu mlekowego) modyfikowanego usieciowanymi poliakrylanami,2,0,0,"Aparat SUNTEST firmy Atlas, lampa do aparatu Suntest, Zestaw OXI-Top (4 szt.)",5011,2,Irena Vuković - Kwiatkowska,mgr inż.,"Uniwersytet Mikołaja Kopernika, Wydział Chemii",kujawsko-pomorskie
2013/09/N/ST3/04326,Badania metodą funkcjonału gęstości struktury oraz dyfuzji tlenu w materiałach typu delta-Bi2O3,3,0,0,Komputer osobisty do analizy danych.,3500,1,Marcin Kryński,mgr inż.,"Politechnika Warszawska, POlitechnika Warszawska",mazowieckie
2013/11/N/ST4/01019,Opracowanie metody syntezy w skali mikro peptydów znakowanych trwałymi izotopami przeznaczonych do ilościowych badań proteomicznych.,2,0,0,,0,0,Maciej Modzel,mgr,"Uniwersytet Wrocławski, Wydział Chemii",dolnośląskie
2014/13/N/ST5/00554,Synteza nowych polihydroksylowych pochodnych indolizyny i chinolizydyny,1,0,0,,0,0,Grzegorz Witkowski,mgr inż.,Instytut Chemii Organicznej PAN,mazowieckie
2013/09/N/ST7/02268,Metody klonowania podobszarów w szybkiej analizie struktur mikrofalowych i fotonicznych metodą elementów skończonych z zastosowaniem wielopoziomowej redukcji rzędu modelu,2,0,2,,0,0,Grzegorz Fotyga,mgr inż.,"Politechnika Gdańska, Wydział Elektroniki, Telekomunikacji i Informatyki",pomorskie
2013/11/N/ST5/01640,Badanie właściwości chemicznych i biologicznych modyfikowanego nanoporowatego tlenku tytanu(IV) syntezowanego metodą anodyzacji.,1,0,0,"Laptop+system operacyjny, Multimiernik, Mieszadło magnetyczne (2 szt.), Termostat, dysk zewnętrzy",14943,5,Magdalena Jarosz,mgr,"Uniwersytet Jagielloński, Wydział Chemii",małopolskie
2013/09/N/ST8/04363,Optymalizacja konstrukcji urządzenia i technologii wytwarzania powłok diamentopodobnych ta-C z wykorzystaniem planowania eksperymentów metodą Taguchi,2,0,0,,0,0,Viktor Zavaleyev,dr inż.,"Politechnika Koszalińska, Wydział Technologii i Edukacji",zachodniopomorskie
2013/09/N/ST10/03569,Ocena wiarygodności i opracowanie metody weryfikacji tempa deformacji wyznaczanych na podstawie pomiarów GNSS w regionach stabilnych tektonicznie.,1,0,2,komputer przenośny - ultrabook,5937,1,Andrzej Araszkiewicz,dr inż.,"Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego, Wydział Inżynierii Lądowej i Geodezji",mazowieckie
2013/09/N/ST6/01170,Granice obliczalności dla zapytań rekurencyjnych,2,0,4,Komputer stacjonarny,3650,1,Filip Mazowiecki,dr,"Uniwersytet Warszawski, Wydział Matematyki, Informatyki i Mechaniki",mazowieckie
2013/11/N/ST2/03733,Rozwój technik wykorzystujących trójwymiarową reprezentację nukleonowych stopni swobody do obliczeń kilku-nukleonowych stanów związanych i rozproszeniowych,6,0,4,Zestaw komputerowy.,6845,1,Kacper Topolnicki,dr,"Uniwersytet Jagielloński, Wydział Fizyki, Astronomii i Informatyki Stosowanej",małopolskie
2013/09/N/ST8/04284,Analiza wpływu obecności cząstek stałych w paliwie i utleniaczu na pracę węglanowych ogniw paliwowych.,1,0,1,Osobisty komputer przenośny,6334,1,Rafał Bernat,mgr inż.,"Politechnika Warszawska, Wydział Mechaniczny Energetyki i Lotnictwa",mazowieckie
2013/09/N/ST6/02995,Algorytmy obliczania homologii persystentnych dla odwzorowań,1,0,0,"Laptop, Monitor LCD (2 szt.), Tablet",9467,3,Grzegorz Jabłoński,dr,"Uniwersytet Jagielloński, Wydział Matematyki i Informatyki",małopolskie
2013/09/N/ST1/04410,Algebra operatorów gładkich,2,0,0,Komputer z oprogramowaniem i monitorem,2571,1,Tomasz Ciaś,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Matematyki i Informatyki",wielkopolskie
2013/09/N/ST9/02200,Badanie struktury podpowierzchniowej gruntu marsjańskiego metodą analizy parametrów rezonansu Schumanna,2,0,3,,0,0,Joanna Kozakiewicz,mgr,"Uniwersytet Jagielloński, Wydział Fizyki, Astronomii i Informatyki Stosowanej",małopolskie
2013/09/N/ST9/02209,Badanie rozbłysków słonecznych na podstawie obserwacji wykonanych za pomocą polskiego spektrofotometru SphinX,1,0,2,"Komputer - stacja robocza, Dysk zewnętrzny",6010,2,Magdalena Gryciuk,mgr,Centrum Badań Kosmicznych Polskiej Akademii Nauk,mazowieckie
2013/09/N/ST2/04093,Badanie pigmejskich rezonansów dipolowych z użyciem spektrometrów promieniowania gamma wysokiej rozdzielczości,6,0,0,"laptop, monitor, drukarka wielofunkcyjna",6214,3,Mateusz Krzysiek,mgr inż.,Instytut Fizyki Jądrowej im. Henryka Niewodniczańskiego Polskiej Akademii Nauk,małopolskie
2013/09/N/ST7/01248,"Analiza teoretyczna oraz badania właściwości generacyjnych pompowanego koherentnie, impulsowego lasera Cr:ZnSe, przestrajalnego w paśmie widmowym około 2400 nm",1,0,2,,0,0,Łukasz Gorajek,dr inż.,"Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego, Instytut Optoelektroniki",mazowieckie
2013/09/N/ST8/04360,Detekcja i ewaluacja delaminacji w wielowarstwowych strukturach kompozytowych przy pomocy aktywnej termografii w podczerwieni,5,1,0,"Ceramiczny promiennik podczerwieni, Klimatyzacja, Termohigrometr",3548,3,Przemysław Pastuszak,mgr inż.,"Politechnika Krakowska im. Tadeusza Kościuszki, Wydział Mechaniczny",małopolskie
2013/09/N/ST8/04294,Skutterudytowe materiały termoelektryczne,1,0,0,"Komputer, Pompa próżniowa, Palnik gazowy",9264,3,Mirosław Kruszewski,dr inż.,"Politechnika Warszawska, Wydział Inżynierii Materiałowej",mazowieckie
2014/13/N/ST4/03891,Chronoimpedancyjne monitorowanie procesu elektrochemicznego osadzania metali wykonywany metodą on-line,0,0,0,,0,0,Milena Lewińska,mgr inż.,"Politechnika Gdańska, Wydział Chemiczny",pomorskie
2013/11/N/ST4/01832,Nowe wysokowymiarowe metody spektroskopii NMR do badań białek niezwiniętych.,3,0,0,,0,0,Szymon Żerko,mgr,"Uniwersytet Warszawski, Wydział Chemii",mazowieckie
2013/09/N/ST2/04299,Geometryczne obserwable dla klasycznej i kwantowej Ogólnej Teorii Względności,5,0,0,,0,0,Jędrzej Świeżewski,mgr,"Uniwersytet Warszawski, Wydział Fizyki",mazowieckie
2013/11/N/ST4/00981,Mechanizmy nieodwracalnej adsorpcji nanocząstek na powierzchniach nośników koloidalnych,2,0,5,Wielofunkcyjne mieszadło magentyczne,18135,1,Marta Sadowska,mgr,Instytut Katalizy i Fizykochemii Powierzchni im. Jerzego Habera PAN,małopolskie
2013/09/N/ST5/00907,Hybrydowe związki makrocykliczne typu [n]arenów jako nowe szkielety układów supramolekularnych,2,0,0,"Program Office, Pompa próżniowa, Komputer stacjonarny, Pompa membranowa z kontrolerem próżni, Monitor LCD",15371,5,Tomasz Boinski,mgr inż.,Instytut Chemii Organicznej PAN,mazowieckie
2013/11/N/ST8/00404,Ocena oddziaływań na granicach faz w nanokompozytach polimerowych z udziałem nanostruktur węglowych.,8,0,1,Komputer,5166,1,Sandra Paszkiewicz,dr inż.,"Zachodniopomorski Uniwersytet Technologiczny w Szczecinie, Wydział Inżynierii Mechanicznej i Mechatroniki",zachodniopomorskie
2013/11/N/ST4/01827,Nowe wysokowymiarowe techniki spektroskopii NMR wyznaczania struktury trojwymiarowej kwasow nukleinowych.,3,0,0,,0,0,Saurabh Saxena,mgr,"Uniwersytet Warszawski, Wydział Chemii",mazowieckie
2014/13/N/ST4/03899,Porównanie lipidowych odcisków palca szczepów gronkowca złocistego z wykorzystaniem techniki wysokosprawnej chromatografii cieczowej sprzężonej ze spektrometrią mas (LC-Q-TOF-MS) i zaawansowanych technik chemometrycznych.,2,0,0,,0,0,Weronika Hewelt-Belka,mgr inż.,"Politechnika Gdańska, Wydział Chemiczny",pomorskie
2013/11/N/ST10/00757,Ocena wpływu wykorzystania zaawansowanych metod modelowania opóźnienia troposferycznego sygnałów GNSS na estymowane parametry troposfery oraz realizację systemu ETRS89 przez stacje ASG-EUPOS,1,1,8,mobilna stacja robocza,3738,1,Katarzyna Stępniak,mgr inż.,"Uniwersytet Warmińsko-Mazurski w Olsztynie, Wydział Geodezji i Gospodarki Przestrzennej",warmińsko-mazurskie
2013/09/N/ST8/00319,Ocena zdolności sorpcyjnych materiałów ligno-celulozowych dedykowanych do usuwania wybranych zanieczyszczeń nieorganicznych i organicznych z układów wodnych,4,8,4,Inkubator z wytrząsarką i możliwością kontroli temperatury,22140,1,Przemysław Bartczak,mgr inż.,"Politechnika Poznańska, Wydział Technologii Chemicznej",wielkopolskie
2013/09/N/ST1/04120,Przestrzenie Sobolewa dla klasycznych i zsymetryzowanych rozwinięć Jacobiego,4,0,0,Komputer przenośny (notebook),4000,1,Bartosz Langowski,mgr,"Politechnika Wrocławska, Wydział Matematyki",dolnośląskie
2013/09/N/ST10/03773,Charakterystyka mikrosejsmiczności przy użyciu nowoczesnych sieci monitoringu,2,0,3,"wielordzeniowy komputer PC, Licencja Matlab",17197,2,Jacek Trojanowski,mgr,Instytut Geofizyki PAN,mazowieckie
2014/13/N/ST5/00596,Otrzymywanie arylowanych olefin w reakcjach katalizowanych kompleksami palladu(II),2,5,0,"laptop z oprogramowaniem, mieszadło magnetyczne z termometrem, Waga analityczna",12430,3,Ewelina Silarska,mgr,"Uniwersytet Wrocławski, Wydział Chemii",dolnośląskie
2013/11/N/ST5/02716,Optymalizacja syntezy i właściwości spektroskopowych nanowymiarowych krystalitów CaF2 i/lub MgF2 domieszkowanych jonami Yb3+ i Tm3+,1,0,0,,0,0,Małgorzata Misiak,mgr,Wrocławskie Centrum Badań EIT+ Sp. z o.o.,dolnośląskie
2013/09/N/ST4/00932,Badanie własności fizykochemicznych fragmentu rybosomu bakteryjnego oraz enzymów dezaktywujących w miejscach wiązania linkozamidów z wykorzystaniem metod modelowania komputerowego,0,0,0,,0,0,Katarzyna Kulczycka-Mierzejewska,mgr,"Uniwersytet Warszawski, Interdyscyplinarne Centrum Modelowania Matematycznego i Komputerowego",mazowieckie
2013/09/N/ST4/02308,Zmiany konformacyjne związków heterocyklicznych wywołane oddziaływaniami międzycząsteczkowymi,0,0,0,,0,0,Adam Kwiatkowski,mgr inż.,"Uniwersytet Technologiczno-Przyrodniczy im. Jana i Jędrzeja Śniadeckich w Bydgoszczy, Wydział Technologii i Inżynierii Chemicznej",kujawsko-pomorskie
2013/09/N/ST5/00867,Biomodyfikacja powierzchni medycznych bezwanadowych stopów tytanu,3,0,1,"Spektrometr IR, Spektrofotometr, Zasilacz",43977,3,Alicja Kazek-Kęsik,dr inż.,"Politechnika Śląska, Wydział Chemiczny",śląskie
2013/09/N/ST5/00874,Modyfikacja poziomów energetycznych złącz polimer/metal,1,0,2,"Mieszadło magnetyczne z grzaniem, Reduktor butlowy do gazów laboratoryjnych",0,2,Mateusz Marzec,dr inż.,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Akademickie Centrum Materiałów i Nanotechnologii",małopolskie
2013/09/N/ST5/00910,Nowe typy kompozytów metaliczno-węglowych do elektrochemicznego magazynowania wodoru.,0,0,0,,0,0,Paweł Swoboda,mgr inż.,"Instytut Metali Nieżelaznych, Oddział w Poznaniu. Centralne Laboratorium Akumulatorów i Ogniw",śląskie
2013/09/N/ST5/02425,"Badanie wpływu składu chemicznego na strukturę i właściwości magnetyczne nowej generacji materiałów magnetokalorycznych z grupy La(Fe,Si.Mn)H z wykorzystaniem obliczeń ab-initio.",1,0,0,,0,0,Marcin Polak,mgr inż.,Instytut Metali Nieżelaznych,śląskie
2013/09/N/ST5/02963,"Wytworzenie, właściwości i zastosowanie biomimetycznej skóry pośredniej grubości (Nowy opatrunek na rany formowany in situ).",3,0,2,Liofilizator laboratoryjny,29987,1,Adam Zając,mgr,"Uniwersytet Ekonomiczny we Wrocławiu, Wydział Inżynieryjno-Ekonomiczny",dolnośląskie
2013/09/N/ST6/01188,Hipoteza BDD/FC i okolice,0,0,0,,0,0,Tomasz Gogacz,mgr,"Uniwersytet Wrocławski, Wydział Matematyki i Informatyki",dolnośląskie
2013/09/N/ST7/01232,"Badania możliwości realizacji rezystancyjnych, półprzewodnikowych czujników gazów do detekcji wybranych lotnych związków organicznych w połączeniu z układem mikroprekoncentratora",9,0,0,,0,0,Artur Rydosz,dr inż.,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Informatyki, Elektroniki i Telekomunikacji",małopolskie
2013/09/N/ST7/04069,Generacja nieliniowych dynamicznych kompaktowych modeli termicznych systemów elektronicznych i przyrządów półprzewodnikowych na podstawie znajomości ich odpowiedzi temperaturowej,2,0,11,Komputer przenośny z systemem operacyjnym,4864,1,Tomasz Torzewicz,mgr inż.,"Politechnika Łódzka, Wydział Elektrotechniki, Elektroniki, Informatyki i Automatyki",łódzkie
2014/13/N/ST1/02370,"Osobliwości i szum, a złożoność informacyjna",2,0,0,Komputer przenośny,7197,1,Paweł Morkisz,mgr,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Matematyki Stosowanej",małopolskie
2014/13/N/ST1/02471,Równania diofantyczne o zmiennych rozdzielonych: równe wartości czwórmianów i iloczyny wartości funkcji kwadratowej.,2,0,0,,0,0,Maciej Gawron,mgr,"Uniwersytet Jagielloński, Wydział Matematyki i Informatyki",małopolskie
2013/09/N/ST8/01064,Mineralizacja kompozytowych termowrażliwych żeli chitozanowo-kolagenowych,0,0,0,,0,0,Agata Skwarczyńska,mgr inż.,"Politechnika Łódzka, Wydział Inżynierii Procesowej i Ochrony Środowiska",łódzkie
2014/13/N/ST5/01591,Badania nad syntezą nowoodkrytej cyklicznej N6-treonylokarbamoiloadenozyny (ct6A) i jej analogów oraz nad wprowadzeniem ct6A w łańcuch oligorybonukleotydu,3,0,0,Semi-preparatywna kolumna HPLC (Waters),6656,1,Michał Matuszewski,mgr inż.,"Politechnika Łódzka, Wydział Chemiczny",łódzkie
2014/15/N/ST7/05067,Nowy 5-cio poziomowy przekształtnik kaskadowy sterowany metodą predykcyjną zasilany z pojedynczego źródła napięcia stałego.,2,0,1,Stanowisko komputerowe,7293,1,Paweł Wiatr,mgr inż.,Instytut Elektrotechniki,mazowieckie
2015/17/N/ST5/03352,Pulsowe elektroosadzanie nowych stopów powstających w procesie indukowanego współosadzania wolframu z miedzią oraz charakteryzacja organizacji wewnętrznej otrzymanych materiałów,2,1,0,,0,0,Paweł Bącal,mgr,"Uniwersytet Warszawski, Wydział Chemii",mazowieckie
2013/11/N/ST6/03065,Opracowanie metod pobierania wiedzy z Powiązanych Danych,2,2,4,,0,0,Jędrzej Potoniec,mgr inż.,"Politechnika Poznańska, Wydział Informatyki",wielkopolskie
2014/15/N/ST1/02102,Geometryczne i analityczne własności brył Okounkova,11,0,1,Laptop z sytemem operacyjnym typu Windows wraz z podstawowymi akcesoriami i oprogramowaniem matematycznym,3741,1,Piotr Pokora,mgr,"Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie, Wydział Matematyczno-Fizyczno-Techniczny",małopolskie
2014/13/N/ST5/01255,Wytwarzanie i charakteryzacja cienkich warstw nanorurek węglowych,4,0,0,,0,0,Anna Dużyńska,mgr,"Politechnika Warszawska, Wydział Fizyki",mazowieckie
2014/15/N/ST5/00738,Synteza oraz badania techniką tandemowej spektrometrii mas nowych znaczników jonizacyjnych na bazie kwasu tiazolidynokarbosylowego oraz kwasu oksazolidynokarboksylowego.,1,0,2,,0,0,Bartosz Setner,mgr,"Uniwersytet Wrocławski, Wydział Chemii",dolnośląskie
2014/15/N/ST5/02006,Synteza i charakteryzacja nowych katalizatorów niklowych posiadających w swojej strukturze ligandy N-heterocykliczne oraz ich zastosowanie w polimeryzacji karbenów.,1,0,0,"Mieszadło magnetyczne z kontrolerem temperatury, Waga laboratoryjna",6331,2,Agata Włodarska,mgr inż.,"Politechnika Warszawska, Wydział Chemiczny",mazowieckie
2013/11/N/ST5/01375,Heterojądrowe ośmiordzeniowe klastery,1,0,1,,0,0,Monika Krawczyk,mgr,"Uniwersytet Wrocławski, Wydział Chemii",dolnośląskie
2013/11/N/ST6/03030,Metody minimalizacji zaburzeń w algorytmach i protokołach opartych na błądzeniu kwantowym,3,0,0,Komputer przenośny,4758,1,Przemysław Sadowski,mgr,Instytut Informatyki Teoretycznej i Stosowanej PAN,śląskie
2013/11/N/ST7/02788,Właściwości falowodów InGaN i model wyciekania modów optycznych do podłoża GaN w diodach laserowych,4,1,0,"Kamera CCD, Komputer do sterowania układu pomiarowego pola dalekiego",4664,2,Grzegorz Muzioł,mgr inż.,Instytut Wysokich Ciśnień PAN,mazowieckie
2014/15/N/ST5/02015,Badania nad wykorzystaniem chemisorpcji ditiokarbaminianów jako strategii immobilizacji warstw (bio)receptorowych na przetwornikach złotych.,2,0,0,Komputer,3505,1,Marcin Drozd,mgr inż.,"Politechnika Warszawska, Wydział Chemiczny",mazowieckie
2015/17/N/ST5/01956,Generowanie reaktywnych form tlenu na amorficznych tlenkach d0 - międzyfazowe procesy elektroprotyczne z udziałem H2O2,1,0,0,"Kamera do mikroskopu Ramana, Pompa próżniowa do kolb Buchner'a, Waga laboratoryjna, Urządzenie wielofunkcyjne, Zestaw komputerowy z oprogramowaniem, Miniwirówka laboratoryjna",29995,6,Kamila Sobańska,mgr,"Uniwersytet Jagielloński, Wydział Chemii",małopolskie
2015/17/N/ST8/02313,Badania nad selektywnym usuwaniem i zatężaniem jonów wybranych metali przejściowych metodą elektrodializy wspomaganej kompleksowaniem,3,0,7,,0,0,Dorota Babilas,dr inż.,"Politechnika Śląska, Wydział Chemiczny",śląskie
2015/17/N/ST10/02396,"Pomiary, parametryzacja oraz analiza właściwości strumieni aerozolu morskiego w przywodnej warstwie atmosfery w rejonach południowego Bałtyku oraz europejskiej części Arktyki.",2,0,0,,0,0,Piotr Markuszewski,dr,Instytut Oceanologii Polskiej Akademii Nauk,pomorskie
2015/17/N/ST6/03686,Ukrywanie się w sieciach społecznych,1,0,1,,0,0,Marcin Waniek,dr,"Uniwersytet Warszawski, Wydział Matematyki, Informatyki i Mechaniki",mazowieckie
2015/17/N/ST7/03729,Chemomechaniczne modelowanie hierarchicznej struktury ścięgna w procesie mrożenia na granicy przejścia fazowego woda-lód.,0,0,0,,0,0,Martyna Ekiert,mgr inż.,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Inżynierii Mechanicznej i Robotyki",małopolskie
2013/11/N/ST1/03208,Kategorie pochodne i geometria biwymierna,0,0,0,,0,0,Agnieszka Bodzenta-Skibińska,mgr,"Uniwersytet Warszawski, Wydział Matematyki, Informatyki i Mechaniki",mazowieckie
2013/11/N/ST10/00357,Ewolucja mezo-neoproterozoicznych skał metamorficznych Kaledońskiego podłoża krystalicznego SW Svalbardu,0,0,0,,0,0,Karolina Kośmińska,mgr inż.,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Geologii, Geofizyki i Ochrony Środowiska, Wydział Geologii, Geofizyki i Ochrony Środowiska",małopolskie
2013/11/N/ST3/04062,Oddziaływanie wymienne w półmagnetycznym tlenku cynku domieszkowanym jonami metali przejściowych,0,0,0,,0,0,Joanna Papierska,mgr,"Uniwersytet Warszawski, Wydział Fizyki",mazowieckie
2013/11/N/ST4/01017,Badanie oddziaływań cząsteczka-sorbent SPME w aspekcie szybkiej optymalizacji metody do analizy leków i metabolitów metodą LC-MS,0,0,0,,0,0,Krzysztof Goryński,dr,"Uniwersytet Mikołaja Kopernika, Collegium Medicum im. Ludwika Rydygiera w Bydgoszczy, Wydział Farmaceutyczny",kujawsko-pomorskie
