Id,Title,Magazines publications,Book publications,Post-conference publications,Equipment,Equipment cost,Equipment count,Manager,Managers title,Unit,Voivodeship
2011/03/N/ST4/00750,Kapsułki polipirolowe o złożonej strukturze wewnętrznej,6,0,0,"Zestaw mikroprzepływowy do generowania mikrokropli, komputer niestacjonarny, komputer stacjonarny",57839,3,Krystyna Kijewska,mgr,"Uniwersytet Warszawski, Wydział Chemii",mazowieckie
2011/03/N/ST4/01290,Czy filtry przeciwsłoneczne uszkadzają białka skóry?,1,0,0,,0,0,Marta Ignasiak,dr,"Uniwersytet im. Adama Mickiewicza, Wydział Chemii",wielkopolskie
2011/03/N/ST4/01712,Synergizm antyoksydacyjny neuroprzekaźników katecholaminowych z analogiem alfa-tokoferolu - analiza przy użyciu techniki mikroprzepływowej.,1,0,0,"Elektroda tlenowa Clarck'a, Światłowód UM22-400, b.d., Lampa Compact UV-VIS S2D2 Fiber Light Source, Zestaw Optical Mounts Essentail Kit, Filtry Optyczne FITC, b.d.",54142,7,Krzysztof Churski,dr inż.,Instytut Chemii Fizycznej PAN,mazowieckie
2011/03/N/ST4/01721,Zastosowanie nowoczesnej spektroskopii NMR w badaniach kompleksów supramolekularnych i koordynacyjnych.,3,0,0,"Dostęp do bazy SciFinder, Pompa i linia próżniowa, osprzęt zostanie dokupiony w 2014 roku, Notebook z oprogramowaniem",28139,3,Piotr Paluch,mgr inż.,Centrum Badań Molekularnych i Makromolekularnych PAN,łódzkie
2011/03/N/ST4/02957,Badania nad zastosowaniem ukladów donorowo- akceptorowych na bazie nanostruktura półprzewodnikowa - chromofor w układach fotowoltaicznych typu DSSC.,2,0,1,Solar Light Photovoltaic Cell Testing Simulator,179826,1,Bartosz Bursa,mgr inż.,"Politechnika Poznańska, Wydział Fizyki Technicznej",wielkopolskie
2011/03/N/ST5/04443,Wpływ celowej modyfikacji powierzchni biomateriałów na hemokompatybilność i proces endotelializacji.,3,0,0,Automatyczny licznik do komórek Scepter (Merck Millipore),15189,1,Beata Butruk-Raszeja,dr inż.,"Politechnika Warszawska, Wydział Inżynierii Chemicznej i Procesowej",mazowieckie
2011/03/N/ST5/04690,"Badanie właściwości fizyko-chemicznych fotokatalizatorów na bazie ditlenku tytanu modyfikowanego niemetalami - właściwości magnetyczne, absorpcji światła, strukturalne i powierzchniowe oraz ich wpływ na aktywność fotokatalityczną ditlenku tytanu.",1,0,0,Komputer z oprogramowaniem,4681,1,Diana Dolat,mgr inż.,"Zachodniopomorski Uniwersytet Technologiczny w Szczecinie, Wydział Technologii i Inżynierii Chemicznej",zachodniopomorskie
2011/03/N/ST5/04725,"Badanie zależności struktura-aktywność bifunkcjonalnych peptydów, agonistów receptorów opioidowych i antagonistów receptorów neurokininowych.",1,0,2,Kolumna HPLC,1765,1,Jolanta Dyniewicz,mgr inż.,Instytut Medycyny Doświadczalnej i Klinicznej im. Mirosława Mossakowskiego PAN,mazowieckie
2011/03/N/ST5/04772,Nowe katalizatory kwasowe aktywne w estryfikacji glicerolu,4,0,8,piec wyposażony w kominek odciągowy z katalizatorem i przyłącze gazu ochronnego z ręcznym systemem zasilania gazem,24042,1,Katarzyna Stawicka,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Chemii",wielkopolskie
2011/03/N/ST5/04785,Odporne na osadzanie węgla oraz siarkę materiały anodowe dla stałotlenkowych ogniw paliwowych typu SOFC zasilanych gazem syntezowym.,6,0,12,"metalowe i kwarcowe elementy układu gazowego, oprogramowanie HSC chemistry software do obliczeń termodynamicznych, piec wysokotemperaturowy ze sterownikiem temperatury, komputer do zbierania i analizy danych, sonda cyrkonowa do pomiarów prężności tlenu, czujniki CO i H2S",82536,6,Kun Zheng,dr inż.,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Energetyki i Paliw",małopolskie
2011/03/N/ST5/04844,Sześciordzeniowe oksydokompleksy renu jako produkty reakcji jodku renu(III) z pirydyną i pikolinami.,2,0,1,potencjostat z galwanostatem Autolab/PGSTAT302N firmy Metrohm,90405,1,Marta Krawczyk,dr,"Uniwersytet Wrocławski, Wydział Chemii",dolnośląskie
2011/03/N/ST8/02822,Numeryczna i eksperymentalna analiza procesów przenoszenia w mieszalniku z niecentrycznym mieszadłem szybkoobrotowym,3,0,4,"Serwer obliczeniowy, Opłata licencyjna ANSYS CFD",19689,2,Marek Domański,mgr inż.,"Zachodniopomorski Uniwersytet Technologiczny w Szczecinie, Wydział Technologii i Inżynierii Chemicznej",zachodniopomorskie
2011/03/N/ST8/03904,Semi-aktywne sterowanie drganiami układów napędu maszyn i pojazdów przy wykorzystaniu aktuatorów z cieczą magneto-reologiczną,2,1,2,Komputer przenośny,4932,1,Agnieszka Pręgowska (zd. Magdziak),dr inż.,Instytut Podstawowych Problemów Techniki Polskiej Akademii Nauk,mazowieckie
2011/03/N/ST8/04084,Usuwanie leków przeciwbakteryjnych ze środowiska wodnego,2,0,0,"pięc otwartych reaktórów fotokatalitycznych z mieszadłami mechanicznymi, źródłem promieniowania UV A (4 lampy UVA Philips TL-40 W/05), z maksimum promieniowania przy długości fali 366 nm i symulowanym źródłem promieniowania słonecznego (4 lapmy Philips TL-D 90DL 18 W/950) z widmem zbliżonym do widma światła słonecznego, stanowisko do badania procesów biodegradacji z pompą powietrza i modelem akceleratora do strefowego napowietrzania ścieków, stanowisko do badania koagulacji z systemem mieszania sprężonym powietrzem, stanowisko do badania elektrokoagulacji z elektrolizerem (EP-5/1), miernik datalogger natężenia oświetlenia i promieniowania (DO9721) z sondami 315-400 nm oraz 400-900 nm, multimetr (HD22569.2 Dela OHM) z elektrodą kombinowaną- pH, czujnikiem przewodnictwa właściwego i sondą tlenową (D097099S), chromatograf HPLC (detektor Water TAD-486, pompa Knauer 64), chromatograf HPLC firmy Agilent Technologies 1200 series, składajacy się z zestawu pomp, termostatu, autosamplera i detektorów DAD (UV-VIS) i fluorescencyjnego, spektrofotometr (Varian Cary 50), mineralizator dziewięcio-stanowiskowy (M-9 WSL Bytom), piec laboratoryjny muflowy kompletny zestaw do oceny aktywności mikrobilogicznej)",0,1,Justyna Ziemiańska-Błaszczyk,dr,Instytut Medycyny Pracy i Zdrowia Środowiskowego,śląskie
2011/03/N/ST8/04912,Modelowa analiza transportu masy cząsteczek leku przez śluz oskrzelowy w różnych stanach fizjologicznych,2,0,0,Wysokociśnieniowy chromatograf cieczowy (HPLC),179249,1,Marcin Odziomek,mgr inż.,"Politechnika Warszawska, Wydział Inżynierii Chemicznej i Procesowej",mazowieckie
2011/03/N/ST8/05315,Badanie wpływu włączenia węglanowego ogniwa paliwowego w układ energetyczny oraz analiza wybranych właściwości takich układów hybrydowych,1,2,0,,0,0,Marcin Wołowicz,dr inż.,"Politechnika Warszawska, Wydział Mechaniczny Energetyki i Lotnictwa",mazowieckie
2011/03/N/ST8/05523,Analiza porównawcza segregacji materiału warstwy oraz hydrodynamiki warstwy fluidalnej podczas fluidyzacji powietrzem i dwutlenkiem węgla.,1,0,4,"Podgrzewacz do dwutlenku węgla, Stanowisko do fluidyzacji na zimno",26394,2,Maciej Komorowski,mgr inż.,"Politechnika Częstochowska, Wydział Inżynierii Środowiska i Biotechnologii",śląskie
2011/03/N/ST8/05955,Wpływ warunków wtryskiwania kaskadowego na właściwości i strukturę wyprasek,3,0,0,Zestaw komputerowy,0,1,Damian Szymański,mgr inż.,POLITECHNIKA CZĘSTOCHOWSKA,śląskie
2011/03/N/ST8/06184,Modyfikacja proszku diamentowego w rotacyjnej komorze reaktora plazmochemicznego,2,0,1,"Komponenty toru falowodowego, Generator mikrofalowy, Regulatory i mierniki próżni, Modernizacja komory próżniowej, Pompa próżniowa",70474,5,Przemysław Ceynowa,mgr inż.,"Politechnika Koszalińska, Instytut Technologii i Edukacji",zachodniopomorskie
2012/05/N/ST10/02761,Badanie przemian geochemicznych w strefie mieszania wody podziemnej i wody morskiej,3,2,0,"Seepage meter (6 szt.), Groundwater lance",9136,2,Beata Szymczycha,dr,Instytut Oceanologii PAN,pomorskie
2012/05/N/ST1/02835,Działania grup Coxetera na przestrzeniach niedodatnio i ujemnie zakrzywionych,0,0,0,"Komputer przenośny, Urządzenie wielofunkcyjne (drukarka, kopiarka i skaner)",2546,2,Kamil Duszenko,mgr,"Uniwersytet Wrocławski, Wydział Matematyki i Informatyki",dolnośląskie
2012/05/N/ST1/02860,Problemy odwrotne w nieliniowym zagadnieniu brzegowym,6,0,0,"Komputer przenośny (laptop), Tablet",3971,2,Łukasz Płociniczak,dr inż.,"Politechnika Wrocławska, Wydział Podstawowych Problemów Techniki",dolnośląskie
2012/05/N/ST1/03115,Matematyczna i numeryczna analiza modeli transportu morfogenu,2,0,0,Komputer osobisty - laptop,4163,1,Marcin Małogrosz,mgr,"Uniwersytet Warszawski, Wydział Matematyki, Informatyki i Mechaniki",mazowieckie
2012/05/N/ST2/02698,Działanie efektywne w czterowymiarowym modelu CDT.,2,0,0,Komputer (laptop),5849,1,Jakub Gizbert-Studnicki,mgr,"Uniwersytet Jagielloński, Wydział Fizyki, Astronomii i Informatyki Stosowanej",małopolskie
2012/05/N/ST2/02757,Korelacje kątowe w zderzeniach proton-proton w eksperymencie ALICE na Wielkim Zderzaczu Hadronów w CERN,6,0,0,Komputer przenośny (2 szt.),12000,1,Łukasz Graczykowski,mgr inż.,"Politechnika Warszawska, Wydział Fizyki",mazowieckie
2012/05/N/ST3/03087,Badania struktury kompleksów Hsp90:Sgt1:Rar1 oraz dimeru domeny TPR białka Sgt1 przy pomocy małokątowego rozpraszania promieniowania synchrotronowego oraz mikroskopii TEM.,1,0,5,"Stacja robocza klasy PC, Dewar transportowy",16517,2,Michał Taube,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Fizyki",wielkopolskie
2012/05/N/ST4/00211,Określenie stopnia skażenia środowiska województwa pomorskiego pestycydami z wykorzystaniem owadów zapylających i miodu,3,0,3,,0,0,Żaneta Bargańska,mgr inż.,"Politechnika Gdańska, Wydział Chemiczny",pomorskie
2012/05/N/ST4/00214,Badanie oddziaływań dendrymerów PAMAM G5 i PAMAM G5-OH z wybranymi lekami onkologicznymi,2,0,0,,0,0,Adam Buczkowski,dr,"Uniwersytet Łódzki, Wydział Chemii",łódzkie
2012/05/N/ST4/00226,Analiza alkaloidów chinolinowych metodami spektroskopii oscylacyjnej,2,0,0,"dysk twardy wewnętrzny 128 MB, części/elementy optyczne i mechaniczne do używanych spektrometrów, zestaw komputerowy, Specjalistyczne oprogramowanie komputerowe, części/elementy optyczne i mechaniczne do używanych spektrometrów",19983,5,Maciej Roman,mgr,"Uniwersytet Jagielloński, Wydział Chemii",małopolskie
2012/05/N/ST4/01128,Od zasad Schiffa do nowych fotoprzełączników molekularnych,2,0,0,Klaster komputerowy do zastosowania w zaawansowanych obliczeniach naukowych (4 szt.),16000,1,Joanna Jankowska,mgr,"Uniwersytet Warszawski, Wydział Chemii",mazowieckie
2012/05/N/ST5/00327,Fotoelektrochemia tlenojodku bizmutu i sulfojodku antymonu - badania nad nowymi półprzewodnikami do zastosowań optoelektronicznych,2,1,0,Modernizacja impulsowego spektrometru fotoelektrycznego,21999,1,Przemysław Kwolek,dr inż.,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Metali Nieżelaznych",małopolskie
2012/05/N/ST5/00743,"Bimetaliczne związki koordynacyjne renu(IV) z łącznikiem szczawianowym i tppz (2,3,5,6-tetrakis(2-pirydylo)pirazyna) - badania strukturalne, spektroskopowe i magnetyczne.",4,0,0,,0,0,Izabela Gryca,mgr,"Uniwersytet Śląski w Katowicach, Wydział Matematyki, Fizyki i Chemii",śląskie
2012/05/N/ST5/00857,Fotosensybilizatory hybrydowe oparte na glinokrzemianach warstwowych i chromoforach pochodzenia naturalnego,2,0,0,Fotoreaktor zanurzeniowy,13000,1,Dominik Drozd,mgr,"Uniwersytet Jagielloński, Wydział Chemii",małopolskie
2012/05/N/ST5/01363,"Helikalne peptydy bogate w kwas aminoizomasłowy - synteza, właściwości elektryczne i oddziaływanie z modelowymi błonami biologicznymi",2,0,0,,0,0,Joanna Juhaniewicz,dr,"Uniwersytet Warszawski, Wydział Chemii",mazowieckie
2012/05/N/ST5/01367,"Synteza mononukleotydowych analogów N2,N2,7-trimetyloguanozynokapu i ich zastosowanie jako inhibitorów inicjacji translacji w pasożytniczych nicieniach Ascaris suum",1,0,0,,0,0,Karolina Piecyk,dr,"Uniwersytet Warszawski, Wydział Chemii",mazowieckie
2012/05/N/ST5/01375,Synteza pirolityczna ultra-twardych materiałów ceramicznych opartych na domieszkowanym azotku boru.,3,0,0,"Waga analityczna o dokładności rzędu 0.01 mg, Misa stalowa do kriosyntezy mechanochemicznej i homogenizacji próbek, Termostat laboratoryjny współpracujący ze spektrometrem impedancyjnym, np. LAUDA RE 1050 S",35223,3,Karol Fijałkowski,dr,"Uniwersytet Warszawski, Centrum Nowych Technologii Uniwersytetu Warszawskiego",mazowieckie
2012/05/N/ST5/01377,Badanie możliwości zastosowania organicznych pochodnych borowodorku magnezu do otrzymywania nadprzewodzących powłok z diborku magnezu,2,0,0,"wiskozymetr laboratoryjny, laboratoryjny piec mikrofalowy",0,2,Tomasz Jaroń,dr,"Uniwersytet Warszawski, Centrum Nowych Technologii Uniwersytetu Warszawskiego",mazowieckie
2012/05/N/ST5/01460,Synteza fragmentów białek patogenów mimikujących białka ludzkie i ich zastosowanie w diagnostyce i prognostyce reumatoidalnego zapalenia stawów,1,0,2,wytrząsarka z modułem do termostatowania,22656,1,Inga Relich,mgr inż.,"Politechnika Łódzka, Wydział Chemiczny",łódzkie
2012/05/N/ST5/01479,Nowe nanokompozyty na bazie tlenku tytanu(IV) i pochodnych fulerenu jako fotoaktywne katalizatory,5,0,2,"Myjka ultradźwiękowa, Mieszadło magnetyczne, Miernik promieniowania",22317,3,Elżbieta Regulska,dr,"Uniwersytet w Białymstoku, Wydział Biologiczno-Chemiczny",podlaskie
2012/05/N/ST5/01495,Podłoża polimerowe stymulujące różnicowanie ludzkich macierzystych komórek mezenchymalnych w kierunku osteoblastów,2,0,0,"Boks termostatyczny, Mieszadło magnetyczne (2 szt.), Wirówko worteks",10293,3,Anna Mikulska,dr,"Uniwersytet Jagielloński, Wydział Chemii",małopolskie
2012/05/N/ST5/01499,Wpływ syntetycznych modyfikacji łańcucha bocznego histydyny na własności koordynacyjne analogów N-terminalnego pentapeptydu Histatyny 5 wobec jonów miedzi(II).,1,0,1,,0,0,Izabela Zawisza,dr,Instytut Biochemii i Biofizyki PAN,mazowieckie
2012/05/N/ST5/01891,"Właściwości strukturalne i elektryczne związków układu Bi2O3-Nb2O5-RE2O3 (RE=Er, Yb)",1,0,2,,0,0,Marzena Leszczyńska-Redek,mgr inż.,"Politechnika Warszawska, Wydział Fizyki",mazowieckie
2012/05/N/ST5/02331,Badanie syntezy nanokrystalicznych proszków ceramicznych z układu Ti-B-C otrzymywanych metodą zol-żel i ich właściwości,4,0,1,"Suszarka laboratoryjna z wymuszonym obiegiem powietrza, Łaźnia wodna, Myjka ultradźwiękowa",7379,3,Paweł Figiel,dr inż.,"Zachodniopomorski Uniwersytet Technologiczny w Szczecinie, Wydział Inżynierii Mechanicznej i Mechatroniki",zachodniopomorskie
2012/05/N/ST6/03152,Ewolucyjne algorytmy kształtowania zachowania w uczeniu się ze wzmocnieniem.,2,0,4,,0,0,Marcin Szubert,dr inż.,"Politechnika Poznańska, Wydział Informatyki",wielkopolskie
2012/05/N/ST6/03247,Metody obliczeniowe do detekcji mutacji związanych z opornością na antybiotyki w szczepach bakteryjnych,2,0,0,Komputer przenośny + akcesoria,2078,1,Michał Woźniak,mgr,Uniwersytet Warszawski,mazowieckie
2012/05/N/ST8/03149,Badania sorpcji barwników i jonów metali z wód i ścieków na wybranych kopalinach oraz surowcach naturalnych i odpadowych występujących w Polsce,2,0,1,,0,0,Magdalena Pająk,dr,Instytut Podstaw Inżynierii Środowiska PAN,śląskie
2012/05/N/ST8/03390,Termoelektryczne materiały gradientowe,1,0,2,"Laboratoryjna pompa próżniowa, Stanowisko pompowe",16359,2,Kamila Januszko,mgr inż.,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Inżynierii Materiałowej i Ceramiki",małopolskie
2012/05/N/ST8/03764,Mechanochemiczne wytwarzanie i modyfikowanie właściwości elektroceramiki perowskitowej dla potencjalnych zastosowań jako sensory i przetworniki piezoelektryczne,9,1,14,,0,0,Piotr Dulian,dr,"Politechnika Krakowska im. Tadeusza Kościuszki, Wydział Inżynierii i Technologii Chemicznej",małopolskie
2012/05/N/ST9/03836,Poszukiwanie przyczyn nadobfitości litu w czerwonych olbrzymach z planetami,3,0,1,"przenośna stacja robocza, licencja na oprogramowanie IDL, dyski zewnętrzne (2 szt.)",7984,3,Monika Adamów,mgr,"Uniwersytet Mikołaja Kopernika, Wydział Fizyki, Astronomii i Informatyki Stosowanej",kujawsko-pomorskie
2014/15/N/ST4/02220,Systemy bioanalityczne do badań klinicznie istotnych form transferyny w surowicy,0,0,0,,0,0,Kamil Strzelak,mgr,"Uniwersytet Warszawski, Wydział Chemii, Wydział Chemii",mazowieckie
2012/07/N/ST10/03275,Ocena możliwości wykorzystania misji satelitarnych do badania lokalnych uwarunkowań hydrologicznych,2,1,1,"Oprogramowanie Matlab, Zakup komputera z dobrą kartą graficzną i dużą mocą obliczeniową",6216,2,Monika Biryło,dr inż.,"Uniwersytet Warmińsko-Mazurski w Olsztynie, Wydział Geodezji i Gospodarki Przestrzennej",warmińsko-mazurskie
2012/07/N/ST10/03280,Numeryczne modelowanie rozbryzgu wybranych ciekłych układów dwufazowych z wykorzystaniem metody objętości skończonych,4,0,8,"Wiskozymetr (lepkościomierz) laboratoryjny, Zestaw komputerowy z oprogramowaniem do analizy obrazu, Oprogramowanie LabView",22099,3,Agata Sochan,dr inż.,Instytut Agrofizyki im. Bohdana Dobrzańskiego PAN,lubelskie
2012/07/N/ST10/03294,Wykorzystanie analizy morfodynamiki koryta i równiny zalewowej w prognozowaniu geomorfologicznych skutków ekstremalnych wezbrań w dużej rzece nizinnej.,0,0,0,,0,0,Grzegorz Wierzbicki,mgr,"Szkoła Główna Gospodarstwa Wiejskiego w Warszawie, Katedra Geoinżynierii",mazowieckie
2012/07/N/ST10/03728,Badania nad nowymi metodami opisu wiarygodności precyzyjnego pozycjonowania GNSS-RTK wykorzystującymi wskaźniki jakości rozwiązania sieciowego,3,1,0,Komputer (serwer),12500,1,Dominik Próchniewicz,dr inż.,"Politechnika Warszawska, Wydział Geodezji i Kartografii",mazowieckie
2012/07/N/ST2/02861,Wysoko-spinowe wzbudzenia jąder sferycznych produkowanych w reakcjach głęboko nieelastycznych i rozszczepienia,3,0,1,"dysk przenosny, laptop, monitor",5217,3,Łukasz Iskra,dr inż.,Instytut Fizyki Jądrowej im. Henryka Niewodniczańskiego PAN,małopolskie
2012/07/N/ST2/02873,O kwantowych zasobach w kwantowej teorii informacji.,3,0,0,,0,0,Michał Studziński,mgr,"Uniwersytet Gdański, Wydział Matematyki, Fizyki i Informatyki",pomorskie
2012/07/N/ST2/02890,Badanie łamania symetrii przestrzenno-ładunkowej (CP) w powabnych rozpadach mezonów pięknych w eksperymencie LHCb na zderzaczu LHC.,1,0,1,Sprzęt komputerowy,6834,1,Agnieszka Dziurda,mgr inż.,Instytut Fizyki Jądrowej im. Henryka Niewodniczańskiego PAN,małopolskie
2012/07/N/ST3/03141,Wpływ morfologii na rozpraszanie ramanowskie w grafenie na SiC,2,0,1,Polaryzatory do miksroskopu Ramanowskiego,18548,1,Kacper Grodecki,dr,Instytut Technologii Materiałów Elektronicznych,mazowieckie
2012/07/N/ST3/03665,Optyczne badania półprzewodnikowych kropek kwantowych domieszkowanych kilkoma jonami magnetycznymi.,5,0,0,,0,0,Maciej Koperski,mgr,"Uniwersytet Warszawski, Wydział Fizyki",mazowieckie
2012/07/N/ST4/00629,"Opracowanie nowych metodyk oznaczania związków bioaktywnych i zapachowych w próbkach owoców miechunki peruwiańskiej (Physalis peruviana L.) oraz innych ""superowoców"" jako narzędzia do oceny ich walorów zdrowotnych i sensorycznych.",3,0,0,"zestaw do obróbki danych, Zestaw do ekstrakcji techniką SBSE firmy GERSTEL, Zestaw do ekstrakcji techniką SPE Firmy Supelco, Sigma-Aldrich, Zestaw do ekstrakcji techniką MEPS firmy SGE Analytical Science Pty Ltd., Łaźnia ultradźwiękowa Bandelin Sonorex RK-103-H",41424,5,Magdalena Kupska,mgr inż.,"Politechnika Gdańska, Wydział Chemiczny",pomorskie
2012/07/N/ST4/01834,"Wysokosprawna chromatografia cieczowa oddziaływan hydrofilowych sprzężona ze spektrometrią mas, jako alternatywne rozwiązanie w stosunku do chromatografii cieczowej z odwróconym układem faz do rozdzielania substancji polarnych i średniopolarnych",1,0,2,,0,0,Paweł Kubica,mgr inż.,"Politechnika Gdańska, Wydział Chemiczny",pomorskie
2012/07/N/ST4/01843,Badanie struktur wybranych grup związków organicznych z wykorzystaniem techniki mobilności jonów sprzężonej ze spektrometrią mas.,0,0,0,,0,0,Anna Troć,mgr,Instytut Chemii Organicznej PAN,mazowieckie
2012/07/N/ST4/01856,Zastosowanie metod kapilarnej elektroforezy strefowej w ocenie skuteczności działania antybiotykoterapii w warunkach in vitro.,2,0,0,,0,0,Wojciech Kupczyk,lek.,"Uniwersytet Mikołaja Kopernika, Wydział Chemii",kujawsko-pomorskie
2012/07/N/ST5/00171,Zastosowanie katalizatorów z izolowanymi centrami metali grup przejściowych do selektywnej redukcji katalitycznej tlenków azotu,6,0,4,Deektor amoniaku w podczerwieni,0,1,Rafał Baran,dr inż.,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Energetyki i Paliw",małopolskie
2012/07/N/ST5/00221,Wpływ rodzaju dikarboksylanu na właściwości cytotoksyczne in vitro kompleksów platyny(II) z podstawionymi triazolopirymidynami,2,0,4,"Łaźnia ultradźwiękowa firmy POLSONIC, Specjalistyczne oprogramowanie DIAMOND firmy Crystal Impact, Suszarka laboratoryjna z wymuszonym obiegiem powietrza, Mieszadło magnetyczne z grzaniem RH KT/C + kontroler temperatury ETC 1, Wytrząsarka Multi Reax firmy Heidolph",24480,5,Kamil Hoffmann,mgr,"Uniwersytet Mikołaja Kopernika, Wydział Chemii",kujawsko-pomorskie
2012/07/N/ST5/01873,"Wykorzystanie nowych, poliheterocyklicznych związków chiralnych zawierających pierścienie pirolidyny oraz imidazolu w syntezie asymetrycznej.",4,0,0,"Wyparka próżniowa z pompa membranową, Komputer, Mieszadło magnetyczne z grzaniem",33350,3,Aneta Wróblewska,mgr,"Uniwersytet Łódzki, Wydział Chemii",łódzkie
2012/07/N/ST5/01875,Badania nad syntezą nowych nośników polimerowych zawierających w rdzeniu pochodne cukrowe,3,0,0,"urządzenie wielofunkcyjne (wraz z elektrodą zespoloną do pomiaru pH oraz elektrodą do pomiaru potencjału redox), liofilizator laboratoryjny (22 000 zł bez pompy próżniowej), demineralizator (wraz z materiałami eksploatacyjnymi)",19629,3,Anna Mielańczyk,mgr inż.,"Politechnika Śląska, Wydział Chemiczny",śląskie
2012/07/N/ST5/01878,Matryce polimerów skoniugowanych dla systemów kontrolowanego uwalniania związków aktywnych biologicznie - otrzymywanie i charakterystyka,8,2,13,,0,0,Katarzyna Krukiewicz,mgr inż.,"Politechnika Śląska, Wydział Chemiczny",śląskie
2012/07/N/ST5/01887,Sole anionow słabo-koordynujacych: nowe fluorosiarczany metali przejściowych i post-przejściowych,1,0,0,Płyta grzejna,2312,1,Tomasz Michałowski,dr,"Uniwersytet Warszawski, Centrum Nowych Technologii Uniwersytetu Warszawskiego",mazowieckie
2012/07/N/ST5/02134,Porowate nanostruktury dwutlenku tytanu preparowane metodami fizycznymi,1,0,0,prasa hydrauliczna,12484,1,Anna Białous (z d. Iwulska),mgr,Instytut Maszyn Przepływowych im. Roberta Szewalskiego PAN,pomorskie
2012/07/N/ST5/02153,Otrzymywanie i charakteryzacja cienkich warstw dwutlenku cyrkonu oraz dwutlenku cyrkonu modyfikowanego jonami ziem rzadkich,1,0,5,,0,0,Łukasz Wachnicki,dr,Instytut Fizyki PAN,mazowieckie
2012/07/N/ST5/02213,"Nowe kompleksy metali przejściowych z ligandem 2,3,5,6-tetra(2-pirydyl)pirazyna w aspekcie badań strukturalnych, magnetcznych oraz spektroskopowych.",9,0,0,,0,0,Joanna Palion-Gazda,dr,"Uniwersytet Śląski w Katowicach, Wydział Matematyki, Fizyki i Chemii",śląskie
2012/07/N/ST5/02428,Badanie właściwości plazmonicznych w eutektyce Bi2O3-Ag,4,0,0,,0,0,Katarzyna Sadecka,dr,Instytut Technologii Materiałów Elektronicznych,mazowieckie
2012/07/N/ST6/02147,Algorytmy poprawy czytelności rozumowań w systemie naturalnej dedukcji,8,1,6,"Laptop min. czterordzeniowy, dodatkowy monitor.",5580,1,Karol Pąk,dr,"Uniwersytet w Białymstoku, Wydział Matematyki i Informatyki",podlaskie
2012/07/N/ST6/02267,Estymacja map głębi stereoskopowej spójnych w dziedzinie czasu,1,1,4,Komputer stacjonarny - stacja robocza dużej mocy z szybką i pojemną pamięcią SSD,11805,1,Olgierd Stankiewicz,dr inż.,"Politechnika Poznańska, Wydział Elektroniki i Telekomunikacji",wielkopolskie
2012/07/N/ST6/03068,Algorytmy aproksymacyjne bazujące na zaokrąglaniu programów liniowych,1,0,5,Notebook,4311,1,Bartosz Rybicki,mgr,"Uniwersytet Wrocławski, Wydział Matematyki i Informatyki",dolnośląskie
2012/07/N/ST6/03398,Podstawy teoretyczne systemów wspomagania dowodzenia zezwalających na nieograniczone definicje rekurencyjne.,0,0,3,komputer przenośny,5558,1,Łukasz Czajka,mgr,"Uniwersytet Warszawski, Wydział Matematyki, Informatyki i Mechaniki",mazowieckie
2012/07/N/ST7/03316,Zaawansowane metody sterowania i diagnostyki z wykorzystaniem technik sztucznej inteligencji w działaniu procesów przemysłowych o szybkiej dynamice.,2,2,7,"tablet ze stacją dokującą w postaci klawiatury pełniący rolę mobilnego komputera klasy PC, Serwomechanizm modułowy - stanowisko laboratoryjne",25491,2,Andrzej Czajkowski,dr inż.,"Uniwersytet Zielonogórski, Wydział Informatyki, Elektrotechniki i Automatyki",lubuskie
2012/07/N/ST7/03480,Technologia miniaturowych czujników ceramicznych bazujących na optycznych i spektroskopowych metodach detekcji,2,0,0,"Komputer, Mieszadło magnetyczne, Statyw laboratoryjny",6556,3,Mateusz Czok,mgr inż.,"Politechnika Wrocławska, Wydział Elektroniki Mikrosystemów i Fotoniki",dolnośląskie
2012/07/N/ST7/03487,Wielowątkowa Analiza Właściwości oraz Zakłóceń Elektromagnetycznych w Indukcyjnych Systemach Bezstykowego Zasilania z Dwukierunkowym Przepływem Energii.,0,0,0,,0,0,Rafał Miśkiewicz,mgr inż.,Instytut Elektrotechniki,mazowieckie
2012/07/N/ST8/03222,Badania wpływu związków siarki na ciekłe węglany,0,0,0,,0,0,Kamil Futyma,mgr inż.,"Politechnika Warszawska, Wydział Mechaniczny Energetyki i Lotnictwa",mazowieckie
2012/07/N/ST8/03248,Stateczność trój-częstościowych rozwiązań quasi-okresowych w szeregach sprężonych oscylatorów oraz układach z pętlą opóźnienia czasowego,2,0,0,Komputer typu notebook,5099,1,Łukasz Borkowski,dr inż.,"Politechnika Łódzka, Wydział Mechaniczny",łódzkie
2012/07/N/ST8/03744,Mikrostruktura i właściwości warstwy borowanej wytwarzanej na stopie Nimonic 80A,7,0,0,,0,0,Natalia Makuch-Dziarska,dr inż.,"Politechnika Poznańska, Wydział Budowy Maszyn i Zarządzania",wielkopolskie
