id,type,edition,subpanel,budget,duration,coinvestigators,title,magazines publications,book publications,post-conference publications,equipment,equipment cost,equipment count,sex,manager,managers title,unit,voivodeship
2013/09/N/ST5/02487,PRELUDIUM,5,ST5,149900,36,2,Nanoporowaty tlenek tytanu 3D otrzymywany na drodze anodyzacji jako obiecujący materiał na fotoelektrody.,0,0,0,,0,0,0,Joanna Kapusta-Kołodziej,mgr,"Uniwersytet Jagielloński",małopolskie
2014/13/N/ST5/01758,PRELUDIUM,7,ST5,97500,24,2,"Badania reakcji 1,3-dipolarnej cykloaddycji cyklicznych nitronów z alfa,beta - nienasyconymi laktonami. Synteza karbapenamów i kabapenemów.",2,0,0,,0,0,1,Michał Pieczykolan,mgr,"Instytut Chemii Organicznej PAN",mazowieckie
2013/09/N/ST5/02963,PRELUDIUM,5,ST5,149416,36,2,"Wytworzenie, właściwości i zastosowanie biomimetycznej skóry pośredniej grubości (Nowy opatrunek na rany formowany in situ).",3,0,2,Liofilizator laboratoryjny,29987,1,1,Adam Zając,mgr,"Uniwersytet Ekonomiczny we Wrocławiu",dolnośląskie
2013/09/N/ST5/02974,PRELUDIUM,5,ST5,140400,36,2,Synteza heterocyklicznych analogów policyklicznych węglowodorów aromatycznych poprzez formalne sprzęganie oksydatywne,4,0,0,,0,0,1,Kamil Skonieczny,mgr,"Instytut Chemii Organicznej PAN",mazowieckie
2013/09/N/ST5/02976,PRELUDIUM,5,ST5,149990,36,2,Niestechiometryczne tlenki tytanu jako nowe materiały anodowe o właściwościach foto/elektrokatalitycznych do utleniania paliw organicznych w układach niskotemperaturowych ogniw paliwowych.,3,0,0,Urządzenie do wygrzewania oraz przygotowywania próbek wysokiej czystości,29999,1,1,Krzysztof Bieńkowski,mgr,"Uniwersytet Warszawski",mazowieckie
2013/11/N/NZ3/00972,PRELUDIUM,6,NZ3,100000,24,2,Wpływ falcarinolu na kinetykę prądów GABAergicznych w modelu rekombinowanych receptorów GABAA.,1,0,1,Cieplarka z wytrząsarką,12498,1,0,Marta Czyżewska,dr,"Uniwersytet Medyczny we Wrocławiu",dolnośląskie
2013/09/N/ST6/01011,PRELUDIUM,5,ST6,99376,24,2,Hybrydowy model systemu wczesnego wykrywania chorób wewnętrznych bazujący na paradygmacie oddziałujących cząstek i systemie wieloagentowym,0,0,0,,0,0,1,Łukasz Faber,mgr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2014/13/N/NZ7/04218,PRELUDIUM,7,NZ7,99680,24,3,Modelowanie zależności pomiędzy strukturą i retencją chromatograficzną związków dysocjujących.,3,0,0,Oprogramowanie do obliczania deskryptorów molekularnych.,4479,1,1,Łukasz Kubik,dr,"Gdański Uniwersytet Medyczny",pomorskie
2013/09/N/ST6/01188,PRELUDIUM,5,ST6,149300,36,2,Hipoteza BDD/FC i okolice,0,0,0,,0,0,1,Tomasz Gogacz,mgr,"Uniwersytet Wrocławski",dolnośląskie
2014/13/N/ST5/03423,PRELUDIUM,7,ST5,93600,24,2,Reakcje 2-nitrozoanilin ze związkami fosforu III i wykorzystanie produktów tych przemian w syntezie azotowych związków heterocyklicznych,5,0,0,,0,0,0,Emilia Łukasik,mgr,"Instytut Chemii Organicznej PAN",mazowieckie
2015/17/N/ST5/01927,PRELUDIUM,9,ST5,48340,12,2,Wpływ wysokiego ciśnienia na strukturę i właściwości nieorganiczno-organicznych materiałów porowatych bazujących na cząsteczkach gamma-cyklodekstryny,1,0,0,Komora wysokociśnieniowa z kowadełkami diamentowymi o szerokim kącie otwarcia,11052,1,0,Ewa Patyk-Kaźmierczak,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu",wielkopolskie
2013/11/N/HS4/02969,PRELUDIUM,6,HS4,63630,18,2,Inwestowanie w kapitał ludzki z perspektywy pracownika,3,0,0,Laptop with software,4907,1,0,Olena Shelest-Szumilas,dr,"Uniwersytet Ekonomiczny w Poznaniu",wielkopolskie
2014/15/N/NZ4/04561,PRELUDIUM,8,NZ4,75000,18,2,Badanie zmian poziomu ekspresji wybranych mikroRNA w różnych obszarach mózgu szczurów epileptycznych.,1,0,0,,0,0,0,Anna Bot,mgr inż.,"Instytut Biologii Doświadczalnej PAN",mazowieckie
2014/13/N/HS4/03625,PRELUDIUM,7,HS4,33665,12,2,Fundusze węglowe jako podmiot realizacji polityki klimatycznej,2,1,0,laptop,5035,1,0,Klaudia Jarno,dr,"Uniwersytet Ekonomiczny w Poznaniu",wielkopolskie
2013/09/N/ST6/03440,PRELUDIUM,5,ST6,87360,24,2,Kombinatoryczne i teorio-informacyjne aspekty komunikacji w systemach rozproszonych.,0,0,0,,0,0,1,Marcin Kardas,mgr inż.,"Politechnika Wrocławska",dolnośląskie
2014/15/N/NZ9/00444,PRELUDIUM,8,NZ9,75000,18,2,Identyfikacja izoform dehydrogenazy alkoholu cynamonowego oraz wstępna ocena ich swoistości w odpowiedzi na stresy biotyczne i abiotyczne,2,0,0,,0,0,0,Marta Preisner,mgr inż.,"Uniwersytet Wrocławski",dolnośląskie
2013/09/N/ST6/03461,PRELUDIUM,5,ST6,148512,36,3,Równoległy algorytm memetyczny dla rozwiązywania złożonych problemów transportowych.,0,0,0,,0,0,1,Jakub Nalepa,mgr inż.,"Politechnika Śląska",śląskie
2013/09/N/ST6/04083,PRELUDIUM,5,ST6,84850,24,2,Algorytmy ewolucyjne w globalnej indukcji drzew modelowych,5,3,0,Specjalistyczna jednostka obliczeniowa,8706,1,1,Marcin Czajkowski,dr inż.,"Politechnika Białostocka",podlaskie
2013/09/N/ST6/04095,PRELUDIUM,5,ST6,147650,36,2,Teoriogrowe podejście do wykrywania kluczowych wierzchołków w sieciach.,2,0,3,Przenośny komputer,4462,1,1,Piotr Szczepański,mgr,"Politechnika Warszawska",mazowieckie
2013/11/N/HS5/04210,PRELUDIUM,6,HS5,79535,24,2,Uwarunkowania procesu demokratyzacji na Bliskim Wschodzie - przypadek Jordanii,3,0,0,,0,0,1,Artur Malantowicz,mgr,"Uniwersytet Warszawski",mazowieckie
2013/09/N/ST7/01219,PRELUDIUM,5,ST7,149305,36,3,Badania nad możliwością realizacji układów podziału mocy mikrofalowej do zastosowań w precyzyjnych wielowrotowych pomiarach parametrów rozproszenia,8,0,2,,0,0,1,Kamil Staszek,dr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2013/09/N/ST7/01232,PRELUDIUM,5,ST7,149890,36,2,"Badania możliwości realizacji rezystancyjnych, półprzewodnikowych czujników gazów do detekcji wybranych lotnych związków organicznych w połączeniu z układem mikroprekoncentratora",9,0,0,,0,0,1,Artur Rydosz,dr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2013/09/N/ST7/02219,PRELUDIUM,5,ST7,149200,36,2,Metody detekcji zjawiska chemiluminescencji o bardzo małych natężeniach za pomocą krzemowych fotopowielaczy w systemach stacjonarnych i mikroprzepływowych,3,0,4,"Pompa strzykawkowa, Kamera CCD/CMOS",13538,2,1,Mateusz Baszczyk,mgr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2013/09/N/ST7/02242,PRELUDIUM,5,ST7,148500,36,2,Opracowanie i analiza metody precyzyjnej stabilizacji różnicy długości fal laserów półprzewodnikowych przeznaczonych do dwukierunkowej transmisji wzorcowych sygnałów czasu i częstotliwości,0,0,2,"Oscyloskop cyfrowy z częstotliwością próbkowania około 8 GS/s i pasmem około 1,5GHz",26588,1,1,Łukasz Buczek,mgr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2015/17/N/ST2/04006,PRELUDIUM,9,ST2,36000,12,2,Lokalizacja Andersona w wymiarach fraktalnych.,1,0,0,Komputer przenośny typu laptop,4949,1,1,Arkadiusz Kosior,dr,"Uniwersytet Jagielloński",małopolskie
2015/17/N/ST5/03330,PRELUDIUM,9,ST5,49990,12,2,Wspomagana ultradźwiękami metoda zol-żel do preparatyki nieorganiczno-organicznego hybrydowego materiału do fotokatalitycznego utleniania lotnych związków organicznych (LZO),4,0,0,Metanizer (np. model 510 SRI INSTRUMENTS,7700,1,1,Paweł Lisowski,mgr inż.,"Instytut Chemii Fizycznej PAN",mazowieckie
2014/13/N/HS6/04214,PRELUDIUM,7,HS6,92157,24,2,Tożsamość mieszkańców obwodu kaliningradzkiego od 1991 roku do współczesności: czynniki konstytuujące i kierunek zachodzących zmian,2,0,0,"Komputer przenośny klasy ultrabook z wydajnym procesorem, wytrzymałą baterią i o niewielką wadze, Dyktafon cyfrowy nie gorszy niż OLYMPUS WS-832",4968,2,1,Miłosz Zieliński,mgr,"Instytut Slawistyki PAN",mazowieckie
2013/09/N/ST7/04068,PRELUDIUM,5,ST7,149760,36,3,Nowe materiały luminescencyjne na zakres średniej podczerwieni - badanie i analiza właściwości optycznych szkieł chalkogenidkowych domieszkowanych jonami ziem rzadkich,0,0,0,,0,0,1,Krzysztof Anders,mgr inż.,"Politechnika Warszawska",mazowieckie
2013/09/N/ST7/04069,PRELUDIUM,5,ST7,88700,24,2,Generacja nieliniowych dynamicznych kompaktowych modeli termicznych systemów elektronicznych i przyrządów półprzewodnikowych na podstawie znajomości ich odpowiedzi temperaturowej,2,0,11,Komputer przenośny z systemem operacyjnym,4864,1,1,Tomasz Torzewicz,mgr inż.,"Politechnika Łódzka",łódzkie
2014/13/N/NZ2/00587,PRELUDIUM,7,NZ2,100000,24,2,Poszukiwanie wspólnych cech metylacji DNA i ich wpływu na poziom ekspresji genów w trzech różnych modelach padaczki skroniowej,1,0,1,,0,0,1,Konrad Dębski,mgr,"Instytut Biologii Doświadczalnej PAN",mazowieckie
2013/09/N/ST7/04429,PRELUDIUM,5,ST7,148200,36,3,Badania charakteryzujące właściwości dyspersyjne nieliniowych włókien mikrostrukturalnych z uwzględnieniem wpływu na efekty nieliniowe,4,0,2,,0,0,1,Zbigniew Hołdyński,dr inż.,"Politechnika Warszawska",mazowieckie
2013/09/N/ST7/04430,PRELUDIUM,5,ST7,99970,24,3,Żyroskop optyczny w eksperymentalnej technologii fotoniki scalonej - analiza możliwości wykonania i badania podstawowych właściwości,1,0,7,,0,0,1,Stanisław Stopiński,dr inż.,"Politechnika Warszawska",mazowieckie
2013/09/N/ST8/00250,PRELUDIUM,5,ST8,144750,36,2,Niejednorodność umocnienia odkształceniowego w wielofazowych materiałach utwardzanych wydzieleniowo.,0,0,0,,0,0,0,Paulina Graca,mgr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2014/13/N/ST1/02370,PRELUDIUM,7,ST1,75400,24,2,"Osobliwości i szum, a złożoność informacyjna",2,0,0,Komputer przenośny,7197,1,1,Paweł Morkisz,mgr,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2013/09/N/ST8/00256,PRELUDIUM,5,ST8,150000,36,2,Zależność właściwości termofizycznych wybranych materiałów stosowanych w odlewnictwie od temperatury,0,0,0,,0,0,1,Paweł Krajewski,mgr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2014/13/N/NZ7/00254,PRELUDIUM,7,NZ7,62370,24,2,Wyznaczenie surogatu frakcji aktywnej leku wywołującej efekt elektrofizjologiczny na poziomie ludzkiego serca - eksperyment numeryczny z wykorzystaniem mechanistycznych modeli farmakokinetycznych i farmakodynamicznych.,3,0,0,komputer,3795,1,0,Zofia Tylutki,mgr,"Uniwersytet Jagielloński",małopolskie
2014/13/N/ST1/02471,PRELUDIUM,7,ST1,68640,24,2,Równania diofantyczne o zmiennych rozdzielonych: równe wartości czwórmianów i iloczyny wartości funkcji kwadratowej.,2,0,0,,0,0,1,Maciej Gawron,mgr,"Uniwersytet Jagielloński",małopolskie
2013/09/N/ST8/00309,PRELUDIUM,5,ST8,149300,36,2,Wysokoporowate ceramiczne rusztowania dla inżynierii tkanki kostnej,4,1,4,"Mieszalnik laboratoryjny do dyspersji i homogenizacji gęstw z tlanku tytanu (IV), Waga analityczna z zestawem antystatycznym",30999,2,0,Łucja Rumian,mgr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2013/09/N/ST8/01064,PRELUDIUM,5,ST8,99740,24,3,Mineralizacja kompozytowych termowrażliwych żeli chitozanowo-kolagenowych,0,0,0,,0,0,0,Agata Skwarczyńska,mgr inż.,"Politechnika Łódzka",łódzkie
2014/13/N/ST3/03776,PRELUDIUM,7,ST3,90800,24,2,Badanie struktury kwazikryształów ikozaedrycznych - analiza dyfrakcyjna i modelowanie,11,0,0,Laptop,6027,1,1,Radosław Strzałka,dr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2014/15/N/HS1/02447,PRELUDIUM,8,HS1,57360,18,2,Co to jest populacja? Darwinowska perspektywa,1,0,0,,0,0,1,Adrian Stencel,mgr,"Uniwersytet Jagielloński",małopolskie
2013/09/N/ST8/02017,PRELUDIUM,5,ST8,98800,24,2,Próby otrzymania oraz badania struktury i właściwości monokryształów stopu Ni-Cu-Mn-Ga wykazujących efekt magnetokaloryczny,0,0,0,,0,0,1,Krzysztof Sielicki,mgr inż.,"Politechnika Warszawska",mazowieckie
