id,type,edition,subpanel,budget,duration,coinvestigators,title,magazines publications,book publications,post-conference publications,equipment,equipment cost,equipment count,sex,manager,managers title,unit,voivodeship
2013/11/N/HS3/04861,PRELUDIUM,6,HS3,148772,36,2,"Poza Maya, jego rola i miejsce w historii południowych nizin Majów.",1,1,0,,0,0,0,Magdalena Rusek-Karska,mgr,"Uniwersytet Jagielloński",małopolskie
2014/15/N/ST5/00738,PRELUDIUM,8,ST5,98890,24,2,Synteza oraz badania techniką tandemowej spektrometrii mas nowych znaczników jonizacyjnych na bazie kwasu tiazolidynokarbosylowego oraz kwasu oksazolidynokarboksylowego.,1,0,2,,0,0,1,Bartosz Setner,mgr,"Uniwersytet Wrocławski",dolnośląskie
2014/13/N/ST1/02626,PRELUDIUM,7,ST1,74500,30,2,Analiza modeli termo-lepko-elastycznych,2,0,0,"monitor, Komputer przenośny",5467,2,1,Filip Klawe,dr,"Uniwersytet Warszawski",mazowieckie
2013/11/N/ST6/02706,PRELUDIUM,6,ST6,149890,36,2,Grafy w grafach -- od dobrego uporządkowania do algorytmów,12,0,5,,0,0,1,Jean-Florent Raymond,dr,"Uniwersytet Warszawski",mazowieckie
2014/15/N/ST5/02006,PRELUDIUM,8,ST5,99200,24,2,Synteza i charakteryzacja nowych katalizatorów niklowych posiadających w swojej strukturze ligandy N-heterocykliczne oraz ich zastosowanie w polimeryzacji karbenów.,1,0,0,"Mieszadło magnetyczne z kontrolerem temperatury, Waga laboratoryjna",6331,2,0,Agata Włodarska,mgr inż.,"Politechnika Warszawska",mazowieckie
2013/11/N/NZ8/00597,PRELUDIUM,6,NZ8,149996,36,3,Kriokonity - unikatowe siedliska dla niesporczaków. Jak ekosystemy tundrowe wpływają na zgrupowania niesporczaków (Tardigrada) w kriokonitach?,9,0,0,"Mikroskop laboratoryjny do obserwacji w technice jasnego pola, ciemnego pola oraz kontrastu fazowego, Komputer przenośny (notebook) z wzmocnioną obudową",43636,2,1,Krzysztof Zawierucha,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu",wielkopolskie
2013/11/N/ST6/03090,PRELUDIUM,6,ST6,149000,36,2,Kwantowe sieci bayesowskie,4,0,0,Laptop,4706,1,1,Dariusz Kurzyk,mgr inż.,"Instytut Informatyki Teoretycznej i Stosowanej PAN",śląskie
2014/15/N/ST7/00735,PRELUDIUM,8,ST7,99080,24,2,Badania wpływu temperatury na jakość kalibracji skanera 3D wykorzystującego metodę projekcji z oświetleniem strukturalnym.,1,0,0,"Komputer stacjonarny, Czujniki temperatury, Wielokanałowy rejestrator temperatury z czujnikami., Wielonakałowy rejestrator temperatury",18500,4,1,Marcin Adamczyk,mgr inż.,"Politechnika Warszawska",mazowieckie
2014/15/N/HS2/03913,PRELUDIUM,8,HS2,73669,24,2,"Bruno Schulz w języku angielskim 1958-2016. Analiza porównawcza przekładów, ich historii oraz recepcji",4,1,0,Zewnętrzny dysk twardy do przechowywania danych,259,1,0,Zofia Ziemann,mgr,"Uniwersytet Jagielloński",małopolskie
2013/11/N/NZ2/02524,PRELUDIUM,6,NZ2,149992,36,2,Analiza preferencjii genów do ulegania ekspresji z nakładających się miejsc startu transkrypcji,3,0,0,"Komputer z systemem operacyjnym MAC OS, Monitor - stanowił zestaw z zakupionym komputerem MAC (Monitor zakupiony był w 2015 roku wraz z jednostką centralną, jednakże został on źle zaksięgowany i dopiero w 2017 nastąpiło ujawnienie aparatury)",7273,2,1,Wojciech Rosikiewicz,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu",wielkopolskie
2013/11/N/HS2/03509,PRELUDIUM,6,HS2,138920,36,2,Afekty w literaturze i sztuce modernizmu,9,5,0,komputer (ultrabook),4299,1,0,Agnieszka Dauksza,dr,"Uniwersytet Jagielloński",małopolskie
2013/11/N/HS6/01335,PRELUDIUM,6,HS6,149740,36,2,Neuronalne korelaty poprawy funkcjonowania poznawczego u osób grających w gry komputerowe: rola mikrostruktury włókien istoty białej i aktywności mózgu.,2,0,0,"Komputer stacjonarny z monitorem, Oprogramowanie do przygotowania procedur badawczych, Oprogramowanie Matlab do analizy danych MRI, Oprogramowanie do zaawansowanej analizy danych i wizualizacji wyników funkcjonalnych i strukturalnych (fMRI, VBM, DTI)",26099,4,0,Natalia Kowalczyk,mgr,"SWPS Uniwersytet Humanistycznospołeczny w Warszawie",mazowieckie
2014/13/N/HS2/02879,PRELUDIUM,7,HS2,99442,24,2,Problematyka technologiczna i konserwatorska budownictwa warownego terenu Państwa Zakonu Krzyżackiego w Prusach (XIII - XV w.). Badania budowy i właściwości cegieł formatowych oraz zapraw murarskich.,1,0,1,Kolorymetr KONICA MINOLTA CR-400 i procesor danych,26937,1,0,Karolina Witkowska,mgr,"Uniwersytet Mikołaja Kopernika",kujawsko-pomorskie
2013/11/N/ST5/01606,PRELUDIUM,6,ST5,149980,36,2,Ocena potencjału fotodynamicznego polipirydylowych kompleksów rutenu połączonych z nitroimidazolem,4,0,0,"Zbudowanie zestawu aparaturowego do naświetlania komórek w warunkach hipoksji, Dysk twardy przenośny",18550,2,0,Olga Mazuryk,dr,"Uniwersytet Jagielloński",małopolskie
2014/15/N/ST7/04742,PRELUDIUM,8,ST7,99800,24,2,Badanie warunków i konwersji częstotliwości w dwubarwnych przełączalnych laserach półprzewodnikowych z pionową wnęką rezonansową o emisji powierzchniowej,2,0,0,"Wysokorozdzielcza kamera USB z matrycą CMOS, Komputer osobisty, Detektory promieniowania (2 szt.)",16301,3,1,Artur Broda,mgr inż.,"Instytut Technologii Elektronowej",mazowieckie
2014/15/N/HS5/01218,PRELUDIUM,8,HS5,54660,24,2,"Państwo, jego organy oraz inne jednostki państwowe jako szczególne strony międzynarodowego arbitrażu handlowego i postępowań postarbitrażowych.",1,1,0,,0,0,0,Anita Garnuszek,mgr,"Uniwersytet Warszawski",mazowieckie
2013/11/N/ST5/01375,PRELUDIUM,6,ST5,150000,36,2,Heterojądrowe ośmiordzeniowe klastery,1,0,1,,0,0,0,Monika Krawczyk,mgr,"Uniwersytet Wrocławski",dolnośląskie
2014/15/N/HS5/02688,PRELUDIUM,8,HS5,96048,24,2,Porwania rodzicielskie w świetle polskiego orzecznictwa karnego - aspekty prawne i kryminologiczne,7,5,0,,0,0,0,Diana Dajnowicz-Piesiecka,dr,"Uniwersytet w Białymstoku",podlaskie
2013/11/N/ST6/03030,PRELUDIUM,6,ST6,121200,36,2,Metody minimalizacji zaburzeń w algorytmach i protokołach opartych na błądzeniu kwantowym,3,0,0,Komputer przenośny,4758,1,1,Przemysław Sadowski,mgr,"Instytut Informatyki Teoretycznej i Stosowanej PAN",śląskie
2013/11/N/HS4/03210,PRELUDIUM,6,HS4,74993,18,2,Potencjał i atrakcyjność inwestycyjna wybranych miast Polski w sektorze BPO/SSC,4,0,0,Notebook,3415,1,0,Katarzyna Budzyńska,mgr inż.,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie",lubelskie
2013/11/N/HS4/02439,PRELUDIUM,6,HS4,75760,24,2,Konkurencyjność celów komercyjnych i dobroczynnych w zarządzaniu przedsiębiorstwami,9,0,1,Mały szybki laptop klasy Ultrabook wraz z oprogramowaniem i akcesoriami,3998,1,1,Mateusz Rak,mgr,"Wyższa Szkoła Bankowa we Wrocławiu",dolnośląskie
2013/11/N/ST7/02788,PRELUDIUM,6,ST7,149988,36,2,Właściwości falowodów InGaN i model wyciekania modów optycznych do podłoża GaN w diodach laserowych,4,1,0,"Kamera CCD, Komputer do sterowania układu pomiarowego pola dalekiego",4664,2,1,Grzegorz Muzioł,mgr inż.,"Instytut Wysokich Ciśnień PAN",mazowieckie
2013/11/N/HS2/03555,PRELUDIUM,6,HS2,121024,36,2,Dynamika wariantu - status tekstologiczny wierszy Czesława Miłosza i jego konsekwencje interpretacyjne,0,2,0,Laptop,4398,1,1,Paweł Bem,mgr,"Instytut Badań Literackich PAN",mazowieckie
2014/15/N/ST5/02015,PRELUDIUM,8,ST5,98560,24,2,Badania nad wykorzystaniem chemisorpcji ditiokarbaminianów jako strategii immobilizacji warstw (bio)receptorowych na przetwornikach złotych.,2,0,0,Komputer,3505,1,1,Marcin Drozd,mgr inż.,"Politechnika Warszawska",mazowieckie
2014/15/N/ST7/05316,PRELUDIUM,8,ST7,100000,24,2,Modelowanie matematyczne transportu wody i elektrolitów w organizmie pacjenta hemodializowanego,3,0,0,Computer laptop,2599,1,1,Mauro Pietribiasi,mgr inż.,"Instytut Biocybernetyki i Inżynierii Biomedycznej im. Macieja Nałęcza PAN",mazowieckie
2014/15/N/ST8/03680,PRELUDIUM,8,ST8,99920,24,2,Badania promieniowania wysokoenergetycznego generowanego przez wyładowania niezupełne,4,0,4,Urządzenie do generacji i detekcji promieniowania wysoko energetycznego generowanego przez wyładowania niezupełne,19933,1,1,Łukasz Nagi,dr,"Politechnika Opolska",opolskie
2013/11/N/ST5/02005,PRELUDIUM,6,ST5,146250,36,2,Bipolarne pochodne s-tetrazyny jako perspektywiczne materiały dla (opto)elektroniki,3,0,0,,0,0,0,Sandra Pluczyk,dr inż.,"Politechnika Śląska",śląskie
2013/11/N/HS6/01786,PRELUDIUM,6,HS6,150000,36,2,Neuronalne mechanizmy procesu intencjonalnego zapominania w kontekście emocji podstawowych,3,0,0,Komputer wraz z oprogramowaniem,6000,1,0,Małgorzata Wierzba,mgr,"Instytut Biologii Doświadczalnej PAN",mazowieckie
2014/13/N/HS3/04407,PRELUDIUM,7,HS3,97972,24,2,Sądownictwo i dyscyplina wojskowa w Rzeczypospolitej końca XVII w.,2,3,1,,0,0,1,Jan Sowa,mgr,"Uniwersytet Warszawski",mazowieckie
2014/13/N/HS6/02963,PRELUDIUM,7,HS6,99940,24,2,Wpływ świadomości interoceptywnej na zdolności metapoznawcze w zadaniu percepcji okołoprogowych bodźców wzrokowych.,2,0,0,"komputer przenośny z akcesoriami, bezprzewodowy dysk zewnętrzny 1TB, elektrokariograf (5 szt.)",10536,3,0,Marta Łukowska,dr,"Uniwersytet Jagielloński",małopolskie
2014/15/N/HS2/03863,PRELUDIUM,8,HS2,65160,18,2,Ruch teatralnej kontrkultury w Polsce z perspektywy jego uczestniczek,3,4,0,,0,0,0,Katarzyna Kułakowska,dr,"Uniwersytet Warszawski",mazowieckie
2014/13/N/ST1/02622,PRELUDIUM,7,ST1,81900,32,2,Analiza równań parabolicznych tworzących ściany,3,0,0,,0,0,1,Michał Łasica,mgr,"Uniwersytet Warszawski",mazowieckie
2013/11/N/HS2/03518,PRELUDIUM,6,HS2,73364,20,3,Partitivus jako środek wyrażania subiektywności w języku fińskim,2,1,0,"licencja programu WordSmith Tools, laptop z systemem operacyjnym",3111,2,1,Radosław Wójtowicz,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu",wielkopolskie
2013/11/N/HS3/04889,PRELUDIUM,6,HS3,125000,30,2,Çatahöyük w późnym neolicie (6500 - 5900 p.n.e.): próba rekonstrukcji układu przestrzennego w oparciu o cechy architektoniczno-konstrukcyjne zabudowy.,0,5,0,3D reconstruction software,0,1,1,Marek Barański,mgr inż. arch.,"Politechnika Gdańska",pomorskie
2014/13/N/HS6/02728,PRELUDIUM,7,HS6,92183,24,3,Poznawcze czynniki podejmowania decyzji moralnych,0,1,0,,0,0,1,Bartłomiej Kucharzyk,mgr,"Uniwersytet Jagielloński",małopolskie
2014/15/N/ST5/02919,PRELUDIUM,8,ST5,100000,24,2,Materiały typu MOF na bazie jonów chromu (II) i ich reaktywność w procesach redox.,1,0,0,"Komputer typu laptop, Mieszadło magnetyczne, Aparat fotograficzny montowany do mikroskopu optycznego",10744,3,1,Michał Leszczyński,dr inż.,"Instytut Chemii Fizycznej PAN",mazowieckie
2014/13/N/HS4/02977,PRELUDIUM,7,HS4,92920,26,3,WPŁYW CZŁONKOSTWA W STREFIE EURO NA ZŁOŻONOŚĆ PRODUKTÓW W EKSPORCIE,5,0,1,"Laptop, Program komputerowy Wolfram Mathematica 9",10442,2,1,Tomasz Serwach,mgr,"Uniwersytet Łódzki",łódzkie
2014/15/N/HS3/01372,PRELUDIUM,8,HS3,84100,24,2,Ikonografia średniowiecznych pieczęci kanoników katedralnych metropolii gnieźnieńskiej,2,2,0,Aparat fotograficzny,2495,1,0,Ewa Kozaczkiewicz,dr,"Uniwersytet Jagielloński",małopolskie
2015/17/N/HS6/02961,PRELUDIUM,9,HS6,62844,24,2,Szacowanie rzetelności oceniania za pomocą modelu statystycznego z użyciem jednokrotnej oceny i oszacowań cechy ukrytej spoza procesu oceniania,0,1,0,"Dodatkowy dysk twardy do stacji roboczej, Stacja robocza (komputer PC) z 64 bitowym systemem operacyjnym (Windows), Pakiet biurowy Microsoft Office",10184,3,1,Filip Kulon,mgr,"Instytut Badań Edukacyjnych",mazowieckie
2014/13/N/HS3/04441,PRELUDIUM,7,HS3,94540,36,2,Instytucje i placówki opieki społecznej dla Żydów w gettach Generalnego Gubernatorstwa w latach 1939-1944,2,0,1,FileMaker Pro 13,1697,1,0,Aleksandra Bańkowska,mgr,"Instytut Historii im. Tadeusza Manteuffla PAN",mazowieckie
2015/17/N/ST5/02817,PRELUDIUM,9,ST5,99000,24,2,Synteza i spektroskopia tlenowych analogów hemiporficenu.,1,0,0,,0,0,1,Jakub Ostapko,mgr inż.,"Instytut Chemii Fizycznej PAN",mazowieckie
2014/13/N/HS3/04620,PRELUDIUM,7,HS3,95388,24,3,Możliwości badania gospodarki mikroregionów El-Zuma/El-Detti i Tanqasi na podstawie szczątków zwierzęcych znalezionych w kontekście sepulkralnym,2,0,0,,0,0,0,Urszula Iwaszczuk,mgr,"Uniwersytet Warszawski",mazowieckie
2014/13/N/HS2/02872,PRELUDIUM,7,HS2,145419,36,2,Manualne i niemanualne wykładniki negacji w polskim języku migowym (PJM),1,1,1,"Komputer MacBook Pro z wyświetlaczem Retina, 15''",8999,1,0,Anna Kuder,mgr,"Uniwersytet Warszawski",mazowieckie
2013/11/N/ST9/00400,PRELUDIUM,6,ST9,149590,36,2,Spektroskopowy przegląd młodych protogwiazd w liniach wody i tlenku węgla przy pomocy instrumentu PACS na Herschelu,14,0,3,"Licencja IDL, Stacja robocza (komputer stacjonarny) z 64 GB RAM, Monitor (27""), Drukarka laserowa HP, Urządzenie wielofunkcyjne HP, Komputer osobisty (ekran 14.1"", 16 GB RAM)",26342,6,0,Agata Karska,dr,"Uniwersytet Mikołaja Kopernika",wielkopolskie
2013/11/N/ST5/02040,PRELUDIUM,6,ST5,149540,36,2,Synteza i badania strukturalne modyfikowanych porfirynoidów,5,0,0,"Mieszadło magnetyczne z grzaniem i elektronicznym termometrem kontaktowym (2 szt.), Przenośny komputer z odpowiednim oprogramowaniem (MS Office, program graficzny)",11376,2,0,Justyna Śniechowska,mgr inż.,"Centrum Badań Molekularnych i Makromolekularnych PAN",łódzkie
2013/11/N/HS5/04212,PRELUDIUM,6,HS5,91840,24,2,Wpływ orzeczeń sądowych na dyskrecjonalną władzę administracji publicznej w procesach stosowania prawa,0,10,0,"skaner ręczny, laptop z systemem operacyjnym",4574,2,1,Adam Szot,dr,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie",lubelskie
2015/17/N/ST7/03936,PRELUDIUM,9,ST7,96600,24,3,Badania nad technologią wzrostu struktur laserów kaskadowych InGaAs/AlGaAs/GaAs,3,0,2,,0,0,1,Piotr Gutowski,dr inż.,"Instytut Technologii Elektronowej",mazowieckie
2015/17/N/ST5/01956,PRELUDIUM,9,ST5,99994,24,2,Generowanie reaktywnych form tlenu na amorficznych tlenkach d0 - międzyfazowe procesy elektroprotyczne z udziałem H2O2,1,0,0,"Kamera do mikroskopu Ramana, Pompa próżniowa do kolb Buchner'a, Waga laboratoryjna, Urządzenie wielofunkcyjne, Zestaw komputerowy z oprogramowaniem, Miniwirówka laboratoryjna",29995,6,0,Kamila Sobańska,mgr,"Uniwersytet Jagielloński",małopolskie
2013/11/N/HS3/04636,PRELUDIUM,6,HS3,148880,36,3,Od grodu do zamku - nowe metody i perspektywy badawcze,1,3,0,"Serwer dyskowy typu NAS 4TB, Laptop (2 szt.)",9288,2,0,Maria Legut-Pintal,dr,"Politechnika Wrocławska",dolnośląskie
2014/13/N/ST7/03074,PRELUDIUM,7,ST7,143650,36,2,Szumy małej częstotliwości nowoczesnych fotonowych detektorów średniej podczerwieni.,5,0,3,,0,0,1,Łukasz Ciura,mgr inż.,"Politechnika Rzeszowska",podkarpackie
2015/17/N/ST7/03858,PRELUDIUM,9,ST7,93800,24,3,Kontrola anizotropii polaryzacyjnej emitera kwantowego dedykowanego na telekomunikacyjny zakres spektralny przez zmianę geometrii struktury dielektrycznej,2,0,4,"Licencja oprogramowania COMSOL Multiphysics wraz z modułem obliczeniowym dla optyki falowej (Licencja typu FLEXIM oprogramowania firmy Lumerical Solutions), Laptop do obsługi i opracowania wyników symulacji numerycznych wykonywanych w COMSOL Multiphysics, Licencja typu FLEXIM oprogramowania firmy Lumerical Solutions",17329,3,1,Paweł Mrowiński,mgr inż.,"Politechnika Wrocławska",dolnośląskie
2014/13/N/NZ7/00258,PRELUDIUM,7,NZ7,100000,24,2,Ocena działania immunomodulacyjnego cefazoliny jako potencjalnego inhibitora cytokin prozapalnych wiążących się do receptora gamma (CD132) w perspektywie leczenia chorób o podłożu autoimmunologicznym.,1,0,0,,0,0,0,Barbara Żyżyńska-Granica,dr inż.,"Warszawski Uniwersytet Medyczny",mazowieckie
2014/13/N/HS2/02859,PRELUDIUM,7,HS2,75920,24,2,"Od umysłu do tekstu: analiza hierarchii i ciągłości badań literackich od kognitywistyki, przez estetykę, do teorii literatury",2,2,0,Tablet,1289,1,1,Bartosz Stopel,dr,"Uniwersytet Śląski",śląskie
2014/13/N/ST5/01299,PRELUDIUM,7,ST5,150000,36,2,"Projektowanie, chemiczna synteza i badania enzymatyczne inhibitorów matryptazy-2.",3,0,1,"Wyparka próżniowa, Platforma do wytrząsarki typ 358A, Zespół napędowy do wytrząsarki typ 358A",19678,3,0,Agata Gitlin-Domagalska,mgr,"Uniwersytet Gdański",pomorskie
2014/13/N/HS2/02923,PRELUDIUM,7,HS2,130788,36,2,Lwowskie rodziny artystyczne drugiej połowy XVIII stulecia,2,1,2,"obiektyw Nikkor AF-S DX 55-300mm f/4,5-5,6G ED VR, skaner przenośny, dysk zewnętrzny 1 TB (3 szt.)",4263,3,0,Agata Dworzak,mgr,"Uniwersytet Jagielloński",małopolskie
2015/17/N/ST5/01988,PRELUDIUM,9,ST5,99800,24,2,Osadzanie cienkich warstw molibdenianu gadolinu techniką PLD - badanie ich właściwości multiferroicznych.,6,1,2,Komputer,8535,1,1,Luis Coy Romero,mgr inż.,"Uniwersytet im. Adama Mickiewicza w Poznaniu",wielkopolskie
2014/13/N/HS3/04630,PRELUDIUM,7,HS3,149747,36,2,Północny Ałtaj we wczesnej epoce żelaza - badania wykopaliskowe i analiza źródeł,6,0,2,,0,0,1,Łukasz Oleszczak,dr,"Uniwersytet Jagielloński",małopolskie
2015/17/N/ST5/03679,PRELUDIUM,9,ST5,99400,24,2,Opracowanie nowej metody syntezy oligorybonukleotydów modyfikowanych 5-aminometylourydynami (xnm5U) i 5-aminometylo-2-tiourydynami (xnm5s2U) via post-syntetyczne podstawienie nukleofilowe 5-piwaloiloksymetylourydyny/2-tiourydyny,1,0,0,Dwustopniowa pompa rotacyjna (ciśnienie w zakresie 10-3 mBar),6765,1,0,Karolina Bartosik,mgr inż.,"Politechnika Łódzka",łódzkie
2014/13/N/HS3/04429,PRELUDIUM,7,HS3,98800,24,2,Studium przypadku SS-Sonderkommando Dirlewanger - oddziały i jednostki obcokrajowców w zmaganiach wojennych dwóch imperiów (III Rzeszy i ZSSR) w latach 1940-1945,2,3,0,,0,0,1,Hubert Kuberski,mgr,"Instytut Studiów Politycznych PAN",mazowieckie
2015/17/N/ST7/03743,PRELUDIUM,9,ST7,99440,24,2,Nowa metoda wyznaczania trójwymiarowego rozkładu współczynnika załamania z projekcji obiektu zarejestrowanych w silnie ograniczonym zakresie kątowym.,1,0,2,Obiektyw mikroskopowy,20000,1,1,Wojciech Krauze,mgr inż.,"Politechnika Warszawska",mazowieckie
2013/11/N/HS3/04781,PRELUDIUM,6,HS3,68376,24,2,Kreowanie tożsamości regionalnej oraz lokalnej na Ziemiach Zachodnich i Północnych (ze szczególnym uwzględnieniem Żuław i Powiśla),3,1,5,,0,0,0,Aleksandra Paprot-Wielopolska,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu",wielkopolskie
2013/11/N/HS3/04965,PRELUDIUM,6,HS3,124644,30,2,Relacje polsko-żydowskie i ukraińsko-żydowskie w kontekście współczesnych pielgrzymek chasydzkich do Polski i na Ukrainę. Studium porównawcze,1,1,0,,0,0,0,Magdalena Zatorska,mgr,"Uniwersytet Warszawski",mazowieckie
2015/17/N/HS2/03275,PRELUDIUM,9,HS2,67200,36,2,Perwersje Holokaustowe. Pozycja polskiego świadka,1,2,0,,0,0,1,Jan Borowicz,mgr,"Uniwersytet Warszawski",mazowieckie
2015/17/N/HS5/00408,PRELUDIUM,9,HS5,60494,24,2,Relacje na linii rząd - kobiece NGOs w państwie Subsaharyjskim. Przypadek Tanzanii,1,1,0,,0,0,0,Anna Cichecka,mgr,"Uniwersytet Wrocławski",dolnośląskie
2013/11/N/HS2/03365,PRELUDIUM,6,HS2,78330,36,2,Rola nauk ścisłych w kształtowaniu się polskiej literatury SF,3,4,0,"dyktafon, netbook",2778,2,1,Szymon Kukulak,mgr,"Uniwersytet Jagielloński",małopolskie
2015/17/N/HS3/01279,PRELUDIUM,9,HS3,148353,36,2,Wydobywanie i przetwórstwo krzemienia czekoladowego w paleolicie i mezolicie w północno-zachodniej strefie jego złóż w oparciu o wyniki nieinwazyjnych i sondażowych badań archeologicznych i geofizycznych.,1,1,9,,0,0,0,Katarzyna Kerneder-Gubała,mgr,"Instytut Archeologii i Etnologii PAN",mazowieckie
2014/15/N/HS5/01852,PRELUDIUM,8,HS5,83640,24,2,Zasada nullum crimen sine lege w systemie demokratycznego państwa prawa. Badania prawnoporównawcze w oparciu o europejski system konwencyjny,3,0,0,,0,0,0,Aleksandra Rychlewska-Hotel,mgr,"Uniwersytet Jagielloński",małopolskie
2015/17/N/HS6/02794,PRELUDIUM,9,HS6,121800,36,3,Wpływ różnorodności emocjonalnej (emodiversity) na reakcje układu sercowo-naczyniowego w sytuacji interpersonalnego konfliktu o zasoby. Analiza stanów emocjonalnych i cech w ujęciu teorii poliwagalnej.,0,0,0,,0,0,1,Michał Kosakowski,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu",wielkopolskie
2015/17/N/NZ8/01571,PRELUDIUM,9,NZ8,147600,36,2,"Zastosowanie taksonomii integratywnej w wyznaczaniu gatunków: weryfikacja statusu taksonimicznego ryjkowców z podrodzaju Liophloeodes Weise, 1894.",0,0,0,,0,0,1,Beniamin Wacławik,mgr,"Uniwersytet Jagielloński",małopolskie
